longitude,latitude,issue_type,issue_Description,ticket_created_date_time
-8935902.39630384,2970416.66527738,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/12 15:48:55.866+00
-8929117.13938152,2970032.23846906,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:10:36.689+00
-8931680.15933755,2966541.95545661,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/16 20:16:01.778+00
-8934758.36589696,2972129.89745399,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 11:13:14.753+00
-8932081.57742135,2975503.42004429,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 11:26:16.474+00
-8926341.49919808,2979174.80906571,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 11:31:35.875+00
-8935850.18746266,2970419.13750811,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:42:53.961+00
-8935835.93856784,2970473.27946535,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:49:04.223+00
-8935950.82028234,2970375.87353064,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:50:39.614+00
-8936204.07212389,2970355.97214385,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:52:04.574+00
-8931019.58947918,2969360.6900131,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 14:06:08.018+00
-8936227.89449492,2970305.04449436,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:53:32.032+00
-8937716.45872581,2970018.02352295,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:56:22.599+00
-8936163.21787077,2970135.08092417,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:56:25.571+00
-8935843.17433474,2970201.21197021,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:57:45.436+00
-8936778.48069639,2970338.66661206,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 09:08:09.896+00
-8936221.99456191,2970047.93672989,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 11:59:04.817+00
-8936305.92945797,2970094.66078673,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 12:01:08.662+00
-8933575.3736683,2966128.83699472,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 14:36:36.227+00
-8936374.16830583,2970091.57056673,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 12:03:21.779+00
-8936730.16803738,2970341.13882963,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 12:06:05.895+00
-8926403.28151547,2970851.2898393,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 08:44:31.338+00
-8936743.41505679,2970617.78260805,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 12:21:18.174+00
-8936691.09489612,2970659.81116311,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/13 12:23:44.961+00
-8937814.19723873,2970153.49869957,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 09:34:22.624+00
-8931899.34741492,2970314.68612318,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 09:30:09.109+00
-8938469.20112256,2971472.34568992,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 13:08:21.072+00
-8931452.28833989,2968468.924127,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 10:26:56.312+00
-8926842.77086512,2971721.56657768,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/17 10:37:20.492+00
-8931367.35156842,2970690.59097539,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/21 10:41:24.872+00
-8929088.97555035,2970089.0983912,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/24 13:39:52.391+00
-8926633.60154192,2974769.67307473,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 14:54:24.854+00
-8925857.03677415,2977529.39056287,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 14:57:25.287+00
-8929281.66958891,2968576.94666017,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/18 15:42:21.340+00
-8927955.07521713,2968073.91943466,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/19 08:22:01.737+00
-8951211.4979557,2969447.95372956,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/21 15:34:53.855+00
-8929004.03877888,2977709.82843663,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/25 15:16:11.295+00
-8929693.10642689,2978288.8771269,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/19 09:37:23.329+00
-8926518.27454946,2971511.16255373,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/20 07:20:40.218+00
-8933718.97581142,2964430.26736387,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/20 08:59:10.267+00
-8930567.85498554,2973016.32241412,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/26 07:15:30.225+00
-8929437.18291755,2968529.98024373,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/24 09:55:55.946+00
-8929138.73536273,2978013.32525685,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/26 08:53:06.168+00
-8926730.5608184,2971042.64739807,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/26 09:31:58.025+00
-8938482.89341992,2971471.97482866,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/19 12:18:08.006+00
-8924972.15814183,2979851.01294979,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/19 12:47:29.366+00
-8932679.14044793,2970092.18861068,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/01 10:15:57.710+00
-8929236.58519514,2974609.30219797,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/01 11:54:57.012+00
-8958926.8292236,2932349.67729669,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/28 11:11:03.508+00
-8932947.75437921,2965305.47699733,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/28 11:13:06.208+00
-8939599.2052736,2970384.64992718,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/28 14:56:02.313+00
-8930140.38814089,2974765.7163319,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 14:07:54.394+00
-8930105.43382078,2974766.95281392,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 14:09:49.329+00
-8933277.48271094,2963172.22164881,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/31 16:07:49.267+00
-8932899.66435919,2967975.29351314,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/27 15:21:18.373+00
-8928850.86315954,2974420.24734293,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/28 07:37:55.639+00
-8937852.37982407,2971379.8779059,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/01 15:28:45.684+00
-8933648.39925426,2971686.21057888,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/29 10:21:03.212+00
-8930188.58948041,2972687.46115506,COMPWSF,STORM FLOOD/ DRAINAGE,2023/07/26 15:54:37.205+00
-8928020.53107772,2971280.73528775,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 07:28:31.972+00
-8938280.29194668,2971389.0257623,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/04 13:54:19.771+00
-8929325.86342676,2977156.40198017,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/04 15:23:29.584+00
-8928318.31071559,2978089.38595944,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/04 16:55:08.910+00
-8936146.40862766,2970189.2218332,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/05 12:27:26.526+00
-8929310.50133703,2967892.6113902,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 15:01:20.171+00
-8929230.35130366,2967688.68886208,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 15:02:13.867+00
-8929876.89490619,2967718.59732231,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 15:03:10.420+00
-8929878.45337906,2967703.14872987,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/02 15:04:49.549+00
-8925851.69343859,2977115.46780383,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/09 08:22:17.857+00
-8927069.75130685,2979817.86375952,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/09 08:45:49.626+00
-8928800.88070818,2973040.30732089,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/09 10:07:45.755+00
-8924981.95425702,2980588.97295399,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/07 10:44:06.671+00
-8930821.44078557,2975241.2750137,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/09 14:00:04.852+00
-8927787.65070298,2976637.62231869,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/09 14:27:36.805+00
-8931748.73214387,2966667.88289819,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/08 14:00:14.127+00
-8927298.8468189,2970383.04298094,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/03 10:49:34.373+00
-8933916.01131013,2966558.26788081,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/03 10:50:46.515+00
-8930103.09611148,2977975.23321611,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 17:20:35.412+00
-8929193.17059373,2977499.70942582,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 19:52:40.178+00
-8929204.4138623,2977531.61665057,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 19:59:45.513+00
-8929095.32076132,2972169.70506865,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 21:05:58.699+00
-8927962.756262,2979049.02152131,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/11 07:24:01.487+00
-8927374.09879468,2969997.38097356,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/11 08:06:12.639+00
-8927984.57488219,2968757.39797381,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/15 14:48:26.338+00
-8927953.62806375,2968715.8692558,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/15 14:49:41.796+00
-8927644.82779629,2969233.00905137,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/15 15:05:40.876+00
-8926420.75867553,2973955.71938242,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/16 12:56:40.970+00
-8929311.94849041,2974343.46382424,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/11 10:04:33+00
-8929847.39524112,2976916.73462245,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 10:17:31.270+00
-8935321.08592292,2972128.78482035,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/12 08:35:37.055+00
-8928683.10468692,2967919.18332213,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/10 10:20:34.685+00
-8930718.91553454,2971126.21259313,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/12 13:04:48.226+00
-8938122.10695026,2971397.9263848,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 11:24:56.182+00
-8939451.81826779,2970489.34903449,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 14:57:49.693+00
-8927605.42069655,2978590.53074542,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 15:42:14.532+00
-8934493.98210633,2971393.72331239,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 16:13:31.261+00
-8936117.91083802,2971396.44294734,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 16:41:50.025+00
-8927220.14393891,2971245.13311458,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 09:13:10.232+00
-8926978.02404644,2969641.88869114,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 10:46:08.151+00
-8933319.89543693,2971876.34279253,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 16:42:06.002+00
-8940388.79442179,2969955.35431603,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 17:16:14.795+00
-8937788.14847788,2970623.09797748,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 17:46:30.554+00
-8937814.19723873,2970153.49869957,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 08:21:32.794+00
-8932978.36723918,2971692.51531368,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/18 16:51:49.497+00
-8928382.31942279,2979127.56130671,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/21 16:41:38.469+00
-8929868.87990285,2971255.64069143,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/22 14:05:07.933+00
-8932362.54781611,2966207.3076005,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/19 14:42:47.166+00
-8927539.29691902,2969074.05831235,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/22 15:18:51.121+00
-8930636.87306983,2978674.51004236,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/22 10:29:30.112+00
-8929724.94380125,2975802.41948962,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/17 14:40:19.495+00
-8929253.50575774,2977316.67707694,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/21 08:41:07.086+00
-8934546.302267,2994174.16851382,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/21 08:46:06.365+00
-8938203.48149803,2970639.53855093,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/21 08:59:45.864+00
-8938280.29194668,2971389.0257623,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/23 11:24:47.566+00
-8938373.68899945,2971345.63530492,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/22 12:30:03.512+00
-8926597.08874894,2975075.95294164,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/21 13:04:37.622+00
-8927602.08111183,2968890.6367373,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 14:46:48.867+00
-8927410.61158766,2969036.48389466,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 14:52:04.758+00
-8927423.52464859,2969065.03549933,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 15:05:06.270+00
-8936686.64211648,2970589.72243391,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 15:48:13.225+00
-8931892.77956496,2966012.42940365,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 11:35:11.438+00
-8929171.57461252,2969199.76027073,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 18:55:25.060+00
-8926589.74166255,2970836.95048453,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 10:58:37.220+00
-8931728.36067706,2974984.3279744,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/25 10:36:44.789+00
-8933589.28860465,2970302.32506174,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 09:06:38.412+00
-8937066.68685805,2971279.74633733,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 09:36:52.813+00
-8935298.04278833,2971562.83611782,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/24 10:22:52.865+00
-8936273.86944462,2969963.14159937,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/25 16:17:34.119+00
-8933005.30655595,2970752.52163677,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/30 08:50:44.033+00
-8933871.37219432,2965776.52767681,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/23 14:48:27.014+00
-8932618.13736697,2970743.37417732,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/23 16:22:40.372+00
-8930243.1360309,2972892.19496694,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 13:15:54.865+00
-8932973.91445954,2967706.36203576,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/30 09:09:51.236+00
-8928396.12303965,2974880.33865853,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/30 09:43:32.294+00
-8938806.94445762,2969970.18724024,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/30 10:14:03.174+00
-8933433.77527601,2970664.63209329,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 14:17:28.542+00
-8936114.90521177,2970670.44193435,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 12:00:01.502+00
-8929804.98251513,2967658.90405108,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 15:03:45.054+00
-8936115.46180922,2970687.62424369,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 12:01:08.043+00
-8930683.73857545,2971952.98976566,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 12:32:19.937+00
-8933891.52102215,2973461.16227652,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 16:12:51.933+00
-8930112.78090718,2974864.14062701,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 08:43:48.686+00
-8933895.08324586,2973506.04264544,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/29 16:16:56.906+00
-8930719.24949302,2977560.67949332,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/30 11:33:41.059+00
-8928547.29490815,2968532.08136967,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 13:42:34.999+00
-8936946.90708596,2971347.61321472,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/28 09:52:22.501+00
-8937965.48042672,2970915.94072497,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 10:14:08.501+00
-8930973.72584897,2971135.97837924,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/01 16:31:14.136+00
-8931057.10414758,2970709.13306216,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/05 09:07:53.102+00
-8927371.31580741,2975228.90979791,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:20:05.595+00
-8927388.45900899,2975228.4151895,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:21:05.567+00
-8927395.47213691,2975244.61362375,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:23:48.735+00
-8931108.08847436,2975402.27107576,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/31 10:30:48.529+00
-8927358.29142699,2972198.63365144,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/31 10:54:22.268+00
-8927547.20060286,2975139.26229557,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:29:48.916+00
-8932931.61305304,2970338.54300119,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/31 16:02:00.415+00
-8928190.62725965,2974907.54149984,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:35:56.845+00
-8929787.06007712,2970708.02053629,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/05 15:09:54.076+00
-8926419.8681196,2978629.73751481,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/05 16:02:51.532+00
-8936448.75236466,2971251.19042267,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/05 16:27:47.597+00
-8936535.35892849,2971258.85477526,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/05 16:32:38.082+00
-8928160.90495561,2974033.61364775,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/06 15:37:51.556+00
-8929950.81104807,2972090.21357303,COMPWSF,STORM FLOOD/ DRAINAGE,2023/08/31 21:34:43.986+00
-8933561.90400992,2965717.21301406,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/01 07:59:48.312+00
-8927800.34112493,2972471.23271516,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/07 14:02:04.619+00
-8927582.93415941,2972596.84015715,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/11 13:49:00.595+00
-8933512.70079498,2971257.98944492,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/11 14:20:06.233+00
-8930959.69959313,2969730.63734862,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/12 08:46:52.961+00
-8938450.72208708,2970639.29132412,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 08:46:11.004+00
-8938395.61893914,2970640.6510716,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 08:50:03.958+00
-8938387.49261631,2970442.12927376,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 08:55:10.471+00
-8938382.59455872,2970298.36952428,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 09:09:53.976+00
-8933341.38009865,2964138.66596025,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/08 17:30:36.412+00
-8938378.0304596,2970162.64579125,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 09:37:51.209+00
-8938436.58451175,2970152.01538795,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 09:48:32.389+00
-8938376.8059452,2970123.0908412,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 09:58:31.384+00
-8938373.57767996,2970009.4945619,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:00:15.531+00
-8938297.76910673,2970560.42618602,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:04:25.250+00
-8938354.43072755,2970559.31367143,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:05:55.874+00
-8938298.43702368,2970580.57507596,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:07:17.002+00
-8938355.09864449,2970579.21533406,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:12:35.948+00
-8938259.80916037,2970645.4719955,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:15:54.818+00
-8938203.48149803,2970639.53855093,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:19:00.619+00
-8938215.39268355,2970229.88945105,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:20:28.447+00
-8936238.24720757,2971189.62851005,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:25:35.561+00
-8938238.21317916,2970074.38895543,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:29:24.993+00
-8938232.09060716,2969885.76338017,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:30:41.515+00
-8937961.02764708,2969920.99143256,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:32:03.538+00
-8937961.69556403,2969943.73520255,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:33:32.913+00
-8937967.59549704,2970010.35981859,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 10:34:52.353+00
-8929236.58519514,2974609.30219797,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 08:17:12.262+00
-8930114.78465801,2966800.60837723,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 12:16:49.001+00
-8929693.10642689,2978288.8771269,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 12:37:20.243+00
-8937924.06957614,2971392.11625561,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 13:33:02.985+00
-8926613.45271409,2971073.79886483,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/21 10:25:58.819+00
-8929263.63583141,2971852.4834133,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/21 12:41:39.454+00
-8925871.95358592,2977559.07176009,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/21 13:38:43.673+00
-8936568.08685879,2970585.51959306,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 13:15:41.260+00
-8926924.25673239,2971139.56328969,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 12:08:56.011+00
-8932610.12236363,2965694.97007727,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/14 14:37:57.095+00
-8930197.49503967,2966716.07916251,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 15:28:56.161+00
-8930402.6568612009,2971471.85120824,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/19 18:34:31.461+00
-8935612.96562778,2971801.05607504,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 13:36:30.438+00
-8926332.8162778,2974265.691556,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/15 16:34:56.624+00
-8931848.8083661,2975472.63012541,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/19 10:40:13.986+00
-8929724.94380125,2975802.41948962,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 14:56:08.281+00
-8931964.8032755,2974129.68381183,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 15:27:51.356+00
-8932644.63140578,2967178.02984182,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 09:37:59.794+00
-8932845.22912819,2971697.83107258,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/18 16:14:47.164+00
-8933671.55370835,2972869.94115324,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 16:15:02.368+00
-8926330.367249,2974213.6375339,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/16 15:46:33.633+00
-8929254.95291112,2977557.5876988,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/20 18:02:34.855+00
-8928906.18894647,2978072.6896738,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/19 15:14:50.696+00
-8930328.40676084,2966677.76929849,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/17 08:37:06.126+00
-8925857.03677415,2977529.39056287,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/17 09:12:08.852+00
-8925852.02739706,2977559.56644722,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/17 10:55:14.322+00
-8929801.64293041,2966932.59356257,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/29 09:33:01.036+00
-8930348.2216302,2969957.57925371,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/29 11:30:59.944+00
-8930972.27869559,2970309.61808673,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 11:08:31.198+00
-8932845.22912819,2971697.83107258,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/26 14:56:07.277+00
-8928821.25217499,2971992.30240086,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/26 20:14:20.201+00
-8927880.93643626,2974027.55519004,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/27 08:45:24.900+00
-8925854.58774535,2977545.83888556,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/27 08:47:23.708+00
-8933259.7829119,2963300.5912497,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/27 15:43:53.087+00
-8931647.20876827,2970554.12193779,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/26 10:31:50.436+00
-8925940.30375326,2977953.21902996,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/25 08:59:19.037+00
-8932464.40515018,2966123.89397847,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 11:45:31.560+00
-8930067.69651341,2968201.46672165,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 07:51:20.060+00
-8929410.0209618,2969396.90562848,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 12:53:20.096+00
-8930501.50856903,2969278.00008636,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 08:57:58.651+00
-8930289.33361957,2978818.22830763,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/25 09:37:53.694+00
-8930943.66958646,2968248.18490056,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/25 14:40:16.960+00
-8937569.73963694,2971008.40558435,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 14:08:31.158+00
-8926829.96912368,2974753.72246174,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/27 12:57:10.135+00
-8930924.967912,2971246.24568119,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/28 10:25:48.931+00
-8926218.82511923,2974673.35142012,COMPWSF,STORM FLOOD/ DRAINAGE,2023/09/27 13:14:23.590+00
