longitude,latitude,issue_type,issue_Description,ticket_created_date_time
-8930680.28767124,2975385.94881376,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:34:03.158+00
-8930823.11057793,2975423.66315879,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:34:53.810+00
-8930835.91231937,2975355.28279494,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:35:45.706+00
-8926260.2359698,2978009.12028645,COMPWSF,STORM FLOOD/ DRAINAGE,2023/01/25 07:16:09.473+00
-8930750.41895044,2975383.84670558,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:37:04.106+00
-8931200.26101274,2975369.87387653,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:37:53.579+00
-8931202.71004153,2975416.98585784,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:41:16.060+00
-8931324.0482865,2975293.82729721,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:42:06.805+00
-8931160.853913,2975254.62945846,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:43:09.565+00
-8931076.80769745,2975235.21605666,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:44:11.566+00
-8931086.93777111,2975301.37011102,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:44:53.862+00
-8930998.32745644,2975303.71951284,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:45:48.239+00
-8930964.37501174,2975260.07016168,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:46:47.359+00
-8930575.6473499,2975304.33777654,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:50:44.169+00
-8930497.83502583,2975129.74114479,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:52:12.307+00
-8930574.86811346,2975135.80005821,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:53:12.508+00
-8930714.35143542,2975196.38933021,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:54:08.348+00
-8930815.65217205,2975127.51542212,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:55:32.404+00
-8930832.46141515,2975126.89716589,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:56:51.957+00
-8930903.92852824,2975190.82499886,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 08:57:44.907+00
-8931433.14138748,2975061.36215276,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 09:01:15.944+00
-8931109.75826672,2973763.33468513,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 09:02:17.592+00
-8927962.97890098,2978821.69141577,COMPWSF,STORM FLOOD/ DRAINAGE,2023/01/27 09:29:31.202+00
-8928001.82940326,2978831.83338004,COMPWSF,STORM FLOOD/ DRAINAGE,2023/01/27 09:30:27.121+00
-8927897.52304039,2978790.3997898,COMPWSF,STORM FLOOD/ DRAINAGE,2023/01/27 09:31:29.186+00
-8927913.33040808,2978824.53611236,COMPWSF,STORM FLOOD/ DRAINAGE,2023/01/27 09:32:23.314+00
-8931277.96201731,2974630.94041738,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:22:51.565+00
-8927962.756262,2979049.02152131,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 15:58:35.714+00
-8927342.26142031,2972026.91738702,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 18:30:50.447+00
-8929042.88928116,2975444.56065735,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 11:48:01.807+00
-8931238.66623706,2974591.00247163,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:23:55.455+00
-8931313.58425436,2974768.80753715,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:25:15.334+00
-8930966.37876258,2974802.19259532,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:26:06.087+00
-8931153.28418762,2975024.514293,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:27:05.377+00
-8931121.22417427,2974889.11775179,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:27:59.065+00
-8930942.77903053,2974945.99651168,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:28:53.217+00
-8931939.4224316,2970261.78085333,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 10:56:34.932+00
-8932052.18907578,2974893.19817722,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:40:18.406+00
-8930611.8261844,2974896.04211076,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:41:07.109+00
-8930886.89664615,2974736.78268245,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:42:00.286+00
-8927650.50509032,2980192.28080891,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 09:38:03.196+00
-8930609.71111408,2974840.89462833,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:43:22.374+00
-8928478.05418488,2968741.0831063,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:05:05.457+00
-8930212.07789296,2966703.96829147,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:22:21.825+00
-8930207.17983537,2966765.14065041,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:25:53.946+00
-8930172.67079322,2966782.68913172,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:27:02.829+00
-8930186.2517711,2966757.97296689,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:28:20.581+00
-8930260.83582993,2966606.46378543,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:32:01.567+00
-8930385.62497911,2966719.786574,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:35:28.217+00
-8928055.26275884,2978781.7420395,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:44:23.342+00
-8932060.3153986,2972231.27109542,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 07:48:38.832+00
-8932610.12236363,2965694.97007727,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 17:34:06.359+00
-8926581.9492982,2971157.11700182,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 09:43:59.595+00
-8926552.33831364,2971153.28485161,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 10:11:17.352+00
-8929475.03154442,2978364.44454695,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 12:07:35.213+00
-8928836.61426472,2978539.57447024,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 12:08:50.120+00
-8928853.31218834,2978539.07974999,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 12:13:26.098+00
-8929480.59751896,2978472.91106741,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 12:15:14.849+00
-8931231.09651169,2968866.04062222,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 13:20:45.304+00
-8931232.76630405,2968881.49043844,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/03 13:24:17.347+00
-8925133.3487645,2979568.38140502,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 14:27:19.080+00
-8931590.88110593,2971662.84599707,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/01 12:40:13.841+00
-8931817.63890867,2968031.28032714,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 12:09:38.063+00
-8929757.44909257,2967994.45012525,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 14:56:24.559+00
-8930888.12116055,2972225.08975576,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 13:09:40.423+00
-8925857.03677415,2977529.39056287,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/05 08:25:56.453+00
-8929664.71995673,2974805.53110532,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:34:19.776+00
-8928299.83168012,2973629.18618165,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 13:25:37.556+00
-8928078.08325446,2973631.41167676,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 13:29:04.097+00
-8929209.08928092,2978470.68483656,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/05 12:04:32.447+00
-8927345.60100504,2972044.47216123,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/05 13:02:12.583+00
-8927443.22819846,2972139.54028241,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/05 13:04:19.929+00
-8926540.20448915,2973676.29256697,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:39:12.700+00
-8928181.94433937,2968943.53706417,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 13:32:41.447+00
-8926540.20448915,2973676.29256697,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:42:47.148+00
-8931965.24855347,2967628.13059612,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/08 10:14:08.468+00
-8930260.83582993,2966606.46378543,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:48:27.670+00
-8930276.86583661,2966604.61009387,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:49:44.734+00
-8928534.15920824,2968734.65604225,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/05 20:47:18.330+00
-8930276.86583661,2966604.61009387,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:52:41.648+00
-8927955.52049509,2979967.28309147,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/06 07:04:45.948+00
-8931140.92772414,2975347.49264716,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 06:54:23.793+00
-8930325.17849561,2966698.77792122,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/07 15:55:26.362+00
-8931170.98398666,2975057.40533116,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 06:55:43.673+00
-8931127.34674627,2975070.38865603,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 06:56:31.713+00
-8930938.10361192,2975500.45233845,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 06:58:19.323+00
-8930938.10361192,2975500.45233845,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:00:24.323+00
-8930977.84467013,2975713.01579007,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:01:31.891+00
-8930729.49088617,2975360.35257588,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:08:39.561+00
-8930728.48901075,2975316.82670883,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:09:30.968+00
-8930629.74862242,2973338.26742417,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:10:43.825+00
-8930669.82363911,2974931.9004506,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:12:13.976+00
-8930691.97621777,2975047.760583,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:13:38.730+00
-8930944.67146188,2975021.1757331,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:15:57.883+00
-8930904.81908417,2975070.01770373,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:16:49.235+00
-8931254.13964628,2975037.12663725,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:17:53.635+00
-8931237.44172266,2975003.49374337,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:18:46.788+00
-8931265.38291485,2975036.87933628,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:19:34.813+00
-8931292.09959264,2974999.66058757,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:20:21.317+00
-8931217.84949228,2974720.83210526,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:21:08.949+00
-8931280.41104611,2974693.25866782,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/02 07:21:59.805+00
-8929291.35438461,2970685.27558151,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 13:44:02.487+00
-8931576.63221111,2975429.59853997,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 13:45:15.531+00
-8935227.35491167,2972042.86503314,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/17 08:34:48.866+00
-8930712.79296255,2976049.85912964,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 13:59:25.496+00
-8929734.51727746,2973029.67483161,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 08:36:13.764+00
-8939557.57178404,2976377.18825417,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:08:40.439+00
-8931076.80769745,2975235.21605666,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:26:22.509+00
-8930764.77916475,2976036.13298314,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:27:17.317+00
-8930714.5740744,2976084.97833782,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:30:19.424+00
-8931226.97769053,2975348.48187204,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:31:04.566+00
-8930842.70280831,2975423.04489006,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:34:47.553+00
-8928753.90388306,2971172.3219948,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:39:56.480+00
-8929145.08057371,2970831.75865264,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:42:20.048+00
-8931948.43931036,2970284.27793075,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:42:41.812+00
-8928803.99765392,2974757.43190507,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:44:05.940+00
-8930258.8320791,2966678.75793889,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:48:06.800+00
-8929722.38345296,2968108.4015861,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:49:11.281+00
-8929785.50160424,2968055.99863525,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:53:48.322+00
-8929773.9243772,2967982.33819984,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:55:14.147+00
-8930991.20300903,2975237.93640441,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 14:59:39.677+00
-8929088.08499442,2975442.21123295,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 15:11:14.775+00
-8926950.52813221,2975636.22549619,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 15:30:39.203+00
-8927069.86262634,2969941.38665945,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 10:51:04.701+00
-8933565.13227515,2965872.54379472,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/13 11:01:24.398+00
-8928907.97005832,2971656.41765305,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/24 10:10:38.880+00
-8930169.66516697,2972120.13100604,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/27 10:17:29.749+00
-8929838.15572339,2968018.30323204,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/21 11:38:50.689+00
-8929652.36349325,2971891.54853115,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/01 18:06:32.608+00
-8927351.50093805,2974585.56201686,COMPWSF,STORM FLOOD/ DRAINAGE,2023/02/28 12:21:40.688+00
-8930567.85498554,2973016.32241412,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/06 11:21:04.629+00
-8933996.1613435,2967006.61948065,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:36:55.981+00
-8933936.60541593,2966619.81037159,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:37:08.948+00
-8934011.30079425,2967005.26006977,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:38:47.538+00
-8934013.19322559,2966960.64674638,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:39:59.531+00
-8934044.91928047,2966364.49722445,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:40:52.664+00
-8934030.22510768,2966959.65808701,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:41:16.450+00
-8934061.39456511,2966495.61344123,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:43:21.231+00
-8934070.52276335,2967002.17050007,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:44:18.969+00
-8934044.36268301,2966865.73575022,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:45:31.842+00
-8934105.69972244,2966475.59373582,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:45:59.489+00
-8928771.04708465,2972007.01375999,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/09 08:55:16.372+00
-8933935.26958204,2966903.4281948,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:47:12.885+00
-8934206.5551811,2966363.26145041,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:48:01.488+00
-8933926.14138379,2966871.04976114,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:49:19.684+00
-8934064.84546932,2967138.85368528,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:26:17.226+00
-8933972.33897247,2967057.28852115,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:28:47.221+00
-8933932.48659476,2967059.51301962,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:30:49.798+00
-8933975.90119617,2967008.2260573,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:32:51.042+00
-8933907.10575087,2966780.09393246,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/08 08:35:01.630+00
-8930114.78465801,2966800.60837723,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/13 11:34:08.878+00
-8926924.81332984,2975708.56416784,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/14 18:56:16.552+00
-8928291.03744034,2969989.09924034,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/16 12:18:28.128+00
-8927718.4099797,2976592.23770168,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/20 16:30:41.599+00
-8928102.79618141,2980740.00824468,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/19 10:31:01.227+00
-8929819.56536843,2970440.02787433,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/14 14:09:52.526+00
-8940100.14298217,2970594.29611502,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/14 10:44:14.256+00
-8929749.10013076,2974550.69369558,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/27 11:53:02.718+00
-8930352.67440984,2974725.5307231,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/22 13:00:19.788+00
-8929070.2738759,2971215.34108471,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/23 17:45:33.616+00
-8937764.32610685,2970817.29570206,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/28 07:43:58.498+00
-8933666.54433126,2968692.50940355,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 12:45:36.927+00
-8931344.6423923,2966971.39842134,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 12:56:58.526+00
-8929797.30147027,2968109.26673072,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 12:57:31.636+00
-8931466.7598737,2966431.72348911,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 13:10:04.753+00
-8933866.69677571,2973216.48631822,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 13:12:50.408+00
-8931598.11687283,2966306.66311061,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 13:32:46.052+00
-8927787.65070298,2976637.62231869,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 13:59:33.480+00
-8932478.65404501,2965927.41042956,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 14:14:31.202+00
-8933310.98987767,2966264.5234403,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 14:23:54.372+00
-8931390.72866148,2966711.75385027,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 14:38:40.333+00
-8934594.72624549,2969943.61159501,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 14:44:42.381+00
-8932955.99202153,2966093.4944651,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 15:04:13.081+00
-8932119.20340923,2966351.64517948,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 15:16:25.969+00
-8932710.53254433,2965952.37234477,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 15:36:37.104+00
-8932934.6186793,2966550.97671927,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 16:50:47.881+00
-8933947.51472602,2963687.80721099,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 17:14:13.790+00
-8933425.87159217,2966752.65899689,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 17:20:15.791+00
-8930774.57527994,2969135.6113492,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 08:18:50.391+00
-8929045.33830996,2972220.76281954,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 08:25:20.205+00
-8930114.78465801,2966800.60837723,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 09:13:51+00
-8929553.73442441,2977512.4475731,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 09:53:10.389+00
-8937017.26100414,2969923.58718714,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 10:03:00.270+00
-8931317.59175603,2966500.18584692,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 11:23:27.468+00
-8933648.39925426,2971686.21057888,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 14:52:10.761+00
-8933642.72196023,2967077.18543608,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/31 15:10:45.828+00
-8937710.33615382,2970921.99789712,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 10:17:11.337+00
-8932354.75545175,2967953.78870093,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 10:24:25.198+00
-8933341.93669611,2967721.43986509,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 10:32:14.168+00
-8933996.60662146,2964677.88597948,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 10:44:06.614+00
-8933389.24747969,2967095.47579159,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 10:48:51.664+00
-8932995.0651628,2968872.22054676,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:01:33.827+00
-8933155.8105075,2966995.37344902,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:08:47.594+00
-8933406.0567228,2966775.52143964,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:13:44.681+00
-8933041.48539046,2968665.93607185,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:17:00.854+00
-8933360.1930926,2966833.85172508,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:27:12.915+00
-8932935.28659624,2966867.34231146,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:30:03.367+00
-8933374.88726538,2966761.68038896,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:34:10.520+00
-8934453.01653372,2971306.69526016,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:42:31.141+00
-8935626.43528617,2970781.07658068,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/03 11:46:54.439+00
-8931812.74085108,2967775.20110387,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/04 09:23:38.367+00
-8925846.01614456,2977546.0862289,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/29 21:20:47.609+00
-8929350.46503422,2976590.13542038,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 08:19:37.978+00
-8927060.84574759,2974347.66774239,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 08:52:50.823+00
-8930888.12116055,2972225.08975576,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/30 10:10:43.566+00
-8934404.14727726,2971255.02259846,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/04 10:11:28.471+00
-8938019.47037975,2971292.602698,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/29 11:25:02.496+00
-8934736.21331829,2970278.83907371,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/04 10:30:18.196+00
-8936114.90521177,2970670.44193435,COMPWSF,STORM FLOOD/ DRAINAGE,2023/03/29 08:39:30.832+00
-8934714.06073963,2971051.17695978,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 16:26:16.273+00
-8931284.41854778,2975013.01481211,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 16:30:24.745+00
-8933031.57795577,2969077.76631931,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 11:20:23.654+00
-8932560.58519023,2967739.6074341,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 11:40:41.529+00
-8931244.67748956,2975068.28659313,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 18:08:07.767+00
-8934817.1425881,2970838.18663525,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/07 08:03:34.386+00
-8934850.76107432,2970915.19903059,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/07 08:29:27.196+00
-8932478.65404501,2965927.41042956,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/07 11:06:51.658+00
-8932464.40515018,2966123.89397847,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/07 11:12:32.440+00
-8932327.37085702,2966616.22656486,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 18:29:45.590+00
-8938280.29194668,2971389.0257623,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/05 12:12:29.112+00
-8928376.41948978,2979221.06749063,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 07:40:31.817+00
-8930787.26570189,2975080.28072079,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 09:28:55.160+00
-8933561.68137093,2965677.17575208,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 10:21:38.550+00
-8932858.25350861,2967618.11996804,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 08:15:56.630+00
-8927944.72250449,2970486.6295677,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 12:15:09.002+00
-8928421.50388356,2976666.18873014,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 19:18:36.223+00
-8928457.34875959,2970005.04467114,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 19:38:44.159+00
-8930955.80341095,2971123.3693908,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 08:25:10.168+00
-8927965.53924927,2970715.19014891,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 13:09:48.956+00
-8934485.52182503,2971130.66282396,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 14:10:26.966+00
-8934408.71137638,2971307.93145047,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 14:15:40.630+00
-8931312.24842047,2972630.22026857,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 09:33:22.129+00
-8933533.18358129,2967694.00317081,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/12 08:54:26.755+00
-8934840.18572269,2971554.42987968,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/06 14:18:19.272+00
-8927644.7164768,2975270.08600696,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/10 14:08:46.302+00
-8927351.83489652,2980670.36606185,COMPWSF,STORM FLOOD/ DRAINAGE,2023/04/11 09:12:07.727+00
